,imageId,task1,classnum
11366,19854,outerwear,1
11367,19855,shoe,1
11368,19856,dress,1
11369,19857,dress,1
11370,19858,pants,1
11371,19860,shoe,1
11372,19861,outerwear,1
11373,19863,pants,1
11374,19866,pants,1
11375,19868,dress,1
11376,19869,dress,1
11377,19871,pants,1
11378,19874,dress,1
11379,19876,shoe,1
11380,19877,shoe,1
11381,19879,dress,1
11382,19880,shoe,1
11383,19882,shoe,1
11384,19883,dress,1
11385,19884,pants,1
11386,19885,outerwear,1
11387,19886,pants,1
11388,19887,outerwear,1
11389,19889,pants,1
11390,19891,pants,1
11391,19898,pants,1
11392,19900,shoe,1
11393,19902,dress,1
11394,19903,outerwear,1
11395,19904,dress,1
11396,19905,outerwear,1
11397,19906,pants,1
11398,19907,dress,1
11399,19908,dress,1
11400,19909,dress,1
11401,19910,dress,1
11402,19913,dress,1
11403,19914,shoe,1
11404,19915,outerwear,1
11405,19916,pants,1
11406,19917,dress,1
11407,19922,outerwear,1
11408,19923,pants,1
11409,19925,shoe,1
11410,19926,pants,1
11411,19927,pants,1
11412,19929,pants,1
11413,19936,dress,1
11414,19941,pants,1
11415,19942,dress,1
11416,19943,dress,1
11417,19945,pants,1
11418,19947,outerwear,1
11419,19949,dress,1
11420,19951,pants,1
11421,19952,pants,1
11422,19953,dress,1
11423,19954,pants,1
11424,19955,dress,1
11425,19956,outerwear,1
11426,19958,outerwear,1
11427,19961,shoe,1
11428,19963,shoe,1
11429,19965,pants,1
11430,19966,outerwear,1
11431,19967,dress,1
11432,19970,dress,1
11433,19971,outerwear,1
11434,19972,pants,1
11435,19978,dress,1
11436,19980,shoe,1
11437,19984,outerwear,1
11438,19985,dress,1
11439,19988,pants,1
11440,19989,dress,1
11441,19990,outerwear,1
11442,19991,shoe,1
11443,19993,outerwear,1
11444,19994,dress,1
11445,19995,outerwear,1
11446,19996,pants,1
11447,19997,shoe,1
11448,19998,shoe,1
11449,19999,outerwear,1
11450,20000,dress,1
11451,20002,dress,1
11452,20005,dress,1
11453,20008,outerwear,1
11454,20010,outerwear,1
11455,20011,shoe,1
11456,20012,shoe,1
11457,20015,outerwear,1
11458,20016,dress,1
11459,20017,shoe,1
11460,20018,outerwear,1
11461,20019,pants,1
11462,20020,dress,1
11463,20021,dress,1
11464,20022,pants,1
11465,20023,pants,1
11466,20024,outerwear,1
11467,20026,dress,1
11468,20027,pants,1
11469,20029,outerwear,1
11470,20030,shoe,1
11471,20032,dress,1
11472,20033,dress,1
11473,20034,shoe,1
11474,20036,dress,1
11475,20037,outerwear,1
11476,20039,dress,1
11477,20040,dress,1
11478,20041,outerwear,1
11479,20042,dress,1
11480,20043,dress,1
11481,20044,pants,1
11482,20047,dress,1
11483,20050,outerwear,1
11484,20052,dress,1
11485,20053,shoe,1
11486,20054,outerwear,1
11487,20056,outerwear,1
11488,20057,outerwear,1
11489,20060,shoe,1
11490,20062,shoe,1
11491,20064,outerwear,1
11492,20068,outerwear,1
11493,20069,dress,1
11494,20070,dress,1
11495,20071,dress,1
11496,20072,pants,1
11497,20073,shoe,1
11498,20074,outerwear,1
11499,20075,shoe,1
11500,20077,dress,1
11501,20078,outerwear,1
11502,20082,shoe,1
11503,20083,outerwear,1
11504,20086,dress,1
11505,20087,shoe,1
11506,20088,pants,1
11507,20090,dress,1
11508,20091,dress,1
11509,20092,pants,1
11510,20103,dress,1
11511,20104,dress,1
11512,20106,dress,1
11513,20107,outerwear,1
11514,20108,dress,1
11515,20111,outerwear,1
11516,20112,dress,1
11517,20114,outerwear,1
11518,20117,pants,1
11519,20118,pants,1
11520,20121,outerwear,1
11521,20122,pants,1
11522,20124,dress,1
11523,20125,dress,1
11524,20130,dress,1
11525,20131,pants,1
11526,20132,shoe,1
11527,20133,dress,1
11528,20134,pants,1
11529,20140,pants,1
11530,20141,dress,1
11531,20142,outerwear,1
11532,20143,dress,1
11533,20144,shoe,1
11534,20145,outerwear,1
11535,20146,dress,1
11536,20147,dress,1
11537,20148,shoe,1
11538,20150,dress,1
11539,20152,outerwear,1
11540,20155,shoe,1
11541,20156,dress,1
11542,20157,shoe,1
11543,20158,outerwear,1
11544,20159,pants,1
11545,20160,shoe,1
11546,20162,dress,1
11547,20163,dress,1
11548,20165,dress,1
11549,20167,dress,1
11550,20170,outerwear,1
11551,20171,outerwear,1
11552,20173,shoe,1
11553,20175,dress,1
11554,20178,outerwear,1
11555,20179,dress,1
11556,20180,outerwear,1
11557,20182,pants,1
11558,20183,pants,1
11559,20185,outerwear,1
11560,20186,outerwear,1
11561,20189,outerwear,1
11562,20191,pants,1
11563,20193,dress,1
11564,20194,pants,1
11565,20197,outerwear,1
11566,20199,dress,1
11567,20200,outerwear,1
11568,20202,outerwear,1
11569,20204,dress,1
11570,20206,outerwear,1
11571,20208,dress,1
11572,20211,dress,1
11573,20212,outerwear,1
11574,20217,dress,1
11575,20218,dress,1
11576,20219,outerwear,1
11577,20221,dress,1
11578,20227,outerwear,1
11579,20229,pants,1
11580,20232,dress,1
11581,20233,dress,1
11582,20235,dress,1
11583,20236,shoe,1
11584,20237,pants,1
11585,20239,outerwear,1
11586,20240,outerwear,1
11587,20242,dress,1
11588,20243,pants,1
11589,20246,dress,1
11590,20247,shoe,1
11591,20249,outerwear,1
11592,20250,outerwear,1
11593,20251,pants,1
11594,20252,dress,1
11595,20254,dress,1
11596,20255,dress,1
11597,20257,dress,1
11598,20260,dress,1
11599,20261,dress,1
11600,20264,pants,1
11601,20265,shoe,1
11602,20268,outerwear,1
11603,20270,outerwear,1
11604,20271,outerwear,1
11605,20272,outerwear,1
11606,20274,dress,1
11607,20276,dress,1
11608,20277,pants,1
11609,20279,shoe,1
11610,20280,pants,1
11611,20281,pants,1
11612,20283,dress,1
11613,20288,dress,1
11614,20289,dress,1
11615,20290,outerwear,1
11616,20291,shoe,1
11617,20293,shoe,1
11618,20294,shoe,1
11619,20296,shoe,1
11620,20298,pants,1
11621,20299,shoe,1
11622,20300,outerwear,1
11623,20301,dress,1
11624,20302,pants,1
11625,20303,pants,1
11626,20304,dress,1
11627,20305,outerwear,1
11628,20306,outerwear,1
11629,20307,dress,1
11630,20314,pants,1
11631,20316,outerwear,1
11632,20317,outerwear,1
11633,20321,dress,1
11634,20324,pants,1
11635,20327,pants,1
11636,20328,pants,1
11637,20329,dress,1
11638,20333,shoe,1
11639,20335,pants,1
11640,20336,outerwear,1
11641,20337,pants,1
11642,20338,dress,1
11643,20340,shoe,1
11644,20341,pants,1
11645,20342,dress,1
11646,20344,outerwear,1
11647,20347,dress,1
11648,20348,shoe,1
11649,20349,dress,1
11650,20350,shoe,1
11651,20351,dress,1
11652,20352,shoe,1
11653,20353,dress,1
11654,20354,shoe,1
11655,20355,outerwear,1
11656,20356,dress,1
11657,20357,shoe,1
11658,20358,dress,1
11659,20359,pants,1
11660,20361,shoe,1
11661,20365,pants,1
11662,20367,dress,1
11663,20369,dress,1
11664,20374,dress,1
11665,20375,pants,1
11666,20376,dress,1
11667,20377,dress,1
11668,20378,dress,1
11669,20382,outerwear,1
11670,20383,outerwear,1
11671,20384,outerwear,1
11672,20385,outerwear,1
11673,20386,outerwear,1
11674,20388,dress,1
11675,20389,pants,1
11676,20390,dress,1
11677,20392,dress,1
11678,20398,dress,1
11679,20399,dress,1
11680,20400,pants,1
11681,20401,outerwear,1
11682,20402,pants,1
11683,20404,dress,1
11684,20406,outerwear,1
11685,20407,pants,1
11686,20409,pants,1
11687,20410,pants,1
11688,20411,dress,1
11689,20412,pants,1
11690,20413,shoe,1
11691,20415,dress,1
11692,20416,outerwear,1
11693,20419,dress,1
11694,20420,outerwear,1
11695,20423,dress,1
11696,20425,outerwear,1
11697,20430,pants,1
11698,20431,dress,1
11699,20434,pants,1
11700,20436,outerwear,1
11701,20437,dress,1
11702,20439,pants,1
11703,20442,dress,1
11704,20444,pants,1
11705,20445,pants,1
11706,20448,dress,1
11707,20450,outerwear,1
11708,20453,outerwear,1
11709,20454,dress,1
11710,20455,shoe,1
11711,20456,dress,1
11712,20457,outerwear,1
11713,20458,pants,1
11714,20459,dress,1
11715,20462,pants,1
11716,20463,pants,1
11717,20464,dress,1
11718,20465,dress,1
11719,20466,pants,1
11720,20467,shoe,1
11721,20469,outerwear,1
11722,20470,outerwear,1
11723,20471,dress,1
11724,20472,dress,1
11725,20473,dress,1
11726,20474,pants,1
11727,20475,dress,1
11728,20476,pants,1
11729,20478,pants,1
11730,20480,pants,1
11731,20482,dress,1
11732,20483,dress,1
11733,20484,outerwear,1
11734,20485,shoe,1
11735,20487,dress,1
11736,20488,dress,1
11737,20490,dress,1
11738,20493,pants,1
11739,20496,pants,1
11740,20497,dress,1
11741,20499,outerwear,1
11742,20501,dress,1
11743,20504,dress,1
11744,20505,shoe,1
11745,20507,outerwear,1
11746,20509,pants,1
11747,20510,outerwear,1
11748,20514,pants,1
11749,20515,outerwear,1
11750,20518,outerwear,1
11751,20519,dress,1
11752,20520,pants,1
11753,20521,dress,1
11754,20522,outerwear,1
11755,20524,outerwear,1
11756,20526,dress,1
11757,20527,dress,1
11758,20528,shoe,1
11759,20537,outerwear,1
11760,20538,dress,1
11761,20540,dress,1
11762,20541,pants,1
11763,20542,dress,1
11764,20544,outerwear,1
11765,20545,pants,1
11766,20547,outerwear,1
11767,20548,pants,1
11768,20551,pants,1
11769,20555,dress,1
11770,20556,outerwear,1
11771,20557,dress,1
11772,20558,dress,1
11773,20559,dress,1
11774,20561,pants,1
11775,20563,dress,1
11776,20566,pants,1
11777,20567,outerwear,1
11778,20569,dress,1
11779,20574,outerwear,1
11780,20575,dress,1
11781,20577,shoe,1
11782,20579,dress,1
11783,20580,outerwear,1
11784,20581,dress,1
11785,20583,dress,1
11786,20585,pants,1
11787,20586,shoe,1
11788,20587,dress,1
11789,20588,dress,1
11790,20589,dress,1
11791,20591,dress,1
11792,20593,outerwear,1
11793,20595,shoe,1
11794,20597,dress,1
11795,20598,dress,1
11796,20599,shoe,1
11797,20602,pants,1
11798,20604,dress,1
11799,20605,pants,1
11800,20606,dress,1
11801,20607,dress,1
11802,20608,shoe,1
11803,20609,shoe,1
11804,20610,outerwear,1
11805,20611,dress,1
11806,20613,dress,1
11807,20614,dress,1
11808,20615,shoe,1
11809,20616,pants,1
11810,20617,dress,1
11811,20618,shoe,1
11812,20620,shoe,1
11813,20622,outerwear,1
11814,20623,pants,1
11815,20624,pants,1
11816,20627,dress,1
11817,20628,outerwear,1
11818,20629,shoe,1
11819,20630,shoe,1
11820,20631,outerwear,1
11821,20632,pants,1
11822,20634,outerwear,1
11823,20635,outerwear,1
11824,20636,shoe,1
11825,20637,pants,1
11826,20638,shoe,1
11827,20639,outerwear,1
11828,20640,dress,1
11829,20641,dress,1
11830,20643,pants,1
11831,20645,outerwear,1
11832,20646,dress,1
11833,20647,pants,1
11834,20649,outerwear,1
11835,20650,dress,1
11836,20653,shoe,1
11837,20654,pants,1
11838,20655,outerwear,1
11839,20656,outerwear,1
11840,20657,pants,1
11841,20658,pants,1
11842,20659,dress,1
11843,20660,pants,1
11844,20661,dress,1
11845,20662,shoe,1
11846,20663,pants,1
11847,20664,shoe,1
11848,20665,shoe,1
11849,20668,dress,1
11850,20670,pants,1
11851,20679,outerwear,1
11852,20682,dress,1
11853,20684,dress,1
11854,20686,pants,1
11855,20691,dress,1
11856,20693,pants,1
11857,20695,shoe,1
11858,20696,pants,1
11859,20697,outerwear,1
11860,20699,pants,1
11861,20700,outerwear,1
11862,20701,pants,1
11863,20702,outerwear,1
11864,20704,shoe,1
11865,20706,outerwear,1
11866,20707,outerwear,1
11867,20708,dress,1
11868,20709,outerwear,1
11869,20711,dress,1
11870,20712,pants,1
11871,20713,pants,1
11872,20714,pants,1
11873,20716,dress,1
11874,20717,dress,1
11875,20718,shoe,1
11876,20720,dress,1
11877,20721,outerwear,1
11878,20724,dress,1
11879,20725,pants,1
11880,20726,dress,1
11881,20731,dress,1
11882,20732,dress,1
11883,20733,outerwear,1
11884,20735,pants,1
11885,20736,outerwear,1
11886,20737,dress,1
11887,20739,dress,1
11888,20740,outerwear,1
11889,20741,outerwear,1
11890,20742,outerwear,1
11891,20746,outerwear,1
11892,20747,dress,1
11893,20748,outerwear,1
11894,20749,shoe,1
11895,20750,dress,1
11896,20751,pants,1
11897,20754,dress,1
11898,20755,pants,1
11899,20756,dress,1
11900,20757,dress,1
11901,20760,shoe,1
11902,20761,pants,1
11903,20764,outerwear,1
11904,20765,pants,1
11905,20766,dress,1
11906,20767,dress,1
11907,20768,pants,1
11908,20769,dress,1
11909,20770,shoe,1
11910,20771,dress,1
11911,20772,outerwear,1
11912,20773,shoe,1
11913,20776,dress,1
11914,20780,shoe,1
11915,20781,dress,1
11916,20785,dress,1
11917,20789,outerwear,1
11918,20790,pants,1
11919,20791,shoe,1
11920,20793,pants,1
11921,20797,outerwear,1
11922,20799,outerwear,1
11923,20801,shoe,1
11924,20803,dress,1
11925,20804,pants,1
11926,20805,outerwear,1
11927,20806,outerwear,1
11928,20807,pants,1
11929,20810,outerwear,1
11930,20813,pants,1
11931,20814,dress,1
11932,20815,pants,1
11933,20816,dress,1
11934,20817,outerwear,1
11935,20818,pants,1
11936,20823,outerwear,1
11937,20824,shoe,1
11938,20825,pants,1
11939,20827,dress,1
11940,20828,pants,1
11941,20829,outerwear,1
11942,20830,dress,1
11943,20831,shoe,1
11944,20833,outerwear,1
11945,20835,pants,1
11946,20836,dress,1
11947,20837,pants,1
11948,20839,outerwear,1
11949,20840,dress,1
11950,20841,shoe,1
11951,20844,dress,1
11952,20845,outerwear,1
11953,20846,dress,1
11954,20849,dress,1
11955,20850,shoe,1
11956,20851,pants,1
11957,20857,outerwear,1
11958,20859,pants,1
11959,20860,dress,1
11960,20864,outerwear,1
11961,20865,pants,1
11962,20869,dress,1
11963,20870,dress,1
11964,20871,dress,1
11965,20873,pants,1
11966,20875,pants,1
11967,20876,pants,1
11968,20877,pants,1
11969,20878,pants,1
11970,20883,pants,1
11971,20889,dress,1
11972,20890,dress,1
11973,20892,dress,1
11974,20893,pants,1
11975,20894,dress,1
11976,20895,shoe,1
11977,20896,shoe,1
11978,20897,outerwear,1
11979,20899,outerwear,1
11980,20900,dress,1
11981,20902,outerwear,1
11982,20903,dress,1
11983,20904,shoe,1
11984,20905,pants,1
11985,20907,dress,1
11986,20911,outerwear,1
11987,20912,dress,1
11988,20914,outerwear,1
11989,20915,shoe,1
11990,20916,shoe,1
11991,20918,shoe,1
11992,20919,dress,1
11993,20920,pants,1
11994,20921,shoe,1
11995,20923,shoe,1
11996,20924,dress,1
11997,20925,shoe,1
11998,20926,outerwear,1
11999,20929,shoe,1
12000,20930,outerwear,1
12001,20931,pants,1
12002,20933,shoe,1
12003,20934,pants,1
12004,20935,shoe,1
12005,20937,dress,1
12006,20938,outerwear,1
12007,20940,pants,1
12008,20943,dress,1
12009,20945,pants,1
12010,20946,dress,1
12011,20947,dress,1
12012,20948,pants,1
12013,20950,outerwear,1
12014,20951,outerwear,1
12015,20952,dress,1
12016,20953,shoe,1
12017,20957,dress,1
12018,20958,outerwear,1
12019,20962,outerwear,1
12020,20964,outerwear,1
12021,20965,outerwear,1
12022,20966,pants,1
12023,20968,outerwear,1
12024,20970,shoe,1
12025,20974,outerwear,1
12026,20976,dress,1
12027,20978,outerwear,1
12028,20979,pants,1
12029,20980,dress,1
12030,20984,pants,1
12031,20985,shoe,1
12032,20986,shoe,1
12033,20989,outerwear,1
12034,20991,dress,1
12035,20994,outerwear,1
12036,20997,outerwear,1
12037,20998,dress,1
12038,20999,dress,1
12039,21000,pants,1
12040,21003,outerwear,1
12041,21004,outerwear,1
12042,21007,pants,1
12043,21008,dress,1
12044,21010,pants,1
12045,21011,pants,1
12046,21013,dress,1
12047,21014,outerwear,1
12048,21016,dress,1
12049,21018,dress,1
12050,21019,outerwear,1
12051,21020,dress,1
12052,21021,dress,1
12053,21022,pants,1
12054,21023,outerwear,1
12055,21025,dress,1
12056,21029,dress,1
12057,21030,dress,1
12058,21031,shoe,1
12059,21033,pants,1
12060,21035,dress,1
12061,21037,pants,1
12062,21040,pants,1
12063,21041,outerwear,1
12064,21042,shoe,1
12065,21043,pants,1
12066,21044,shoe,1
12067,21045,pants,1
12068,21046,outerwear,1
12069,21047,pants,1
12070,21051,outerwear,1
12071,21053,outerwear,1
12072,21054,outerwear,1
12073,21056,shoe,1
12074,21058,shoe,1
12075,21059,dress,1
12076,21060,dress,1
12077,21063,outerwear,1
12078,21066,pants,1
12079,21067,dress,1
12080,21070,pants,1
12081,21071,dress,1
12082,21072,outerwear,1
12083,21074,dress,1
12084,21075,dress,1
12085,21078,outerwear,1
12086,21079,outerwear,1
12087,21081,shoe,1
12088,21084,pants,1
12089,21088,shoe,1
12090,21090,outerwear,1
12091,21091,outerwear,1
12092,21092,dress,1
12093,21093,outerwear,1
12094,21095,pants,1
12095,21096,shoe,1
12096,21100,shoe,1
12097,21101,dress,1
12098,21103,shoe,1
12099,21104,pants,1
12100,21105,outerwear,1
12101,21106,outerwear,1
12102,21109,dress,1
12103,21112,pants,1
12104,21116,dress,1
12105,21117,pants,1
12106,21118,outerwear,1
12107,21119,pants,1
12108,21120,pants,1
12109,21121,dress,1
12110,21122,dress,1
12111,21124,shoe,1
12112,21126,outerwear,1
12113,21127,outerwear,1
12114,21128,shoe,1
12115,21134,dress,1
12116,21135,outerwear,1
12117,21137,dress,1
12118,21138,shoe,1
12119,21139,dress,1
12120,21140,shoe,1
12121,21141,shoe,1
12122,21142,pants,1
12123,21143,dress,1
12124,21144,shoe,1
12125,21147,pants,1
12126,21149,dress,1
12127,21150,outerwear,1
12128,21151,shoe,1
12129,21152,pants,1
12130,21153,dress,1
12131,21154,outerwear,1
12132,21155,outerwear,1
12133,21157,dress,1
12134,21159,shoe,1
12135,21160,dress,1
12136,21161,outerwear,1
12137,21164,pants,1
12138,21165,outerwear,1
12139,21166,dress,1
12140,21169,shoe,1
12141,21170,dress,1
12142,21172,outerwear,1
12143,21173,outerwear,1
12144,21175,pants,1
12145,21176,pants,1
12146,21177,outerwear,1
12147,21183,outerwear,1
12148,21186,pants,1
12149,21188,pants,1
12150,21193,outerwear,1
12151,21197,shoe,1
12152,21198,dress,1
12153,21200,shoe,1
12154,21205,outerwear,1
12155,21206,outerwear,1
12156,21207,shoe,1
12157,21208,dress,1
12158,21209,shoe,1
12159,21210,dress,1
12160,21213,outerwear,1
12161,21214,outerwear,1
12162,21215,outerwear,1
12163,21216,outerwear,1
12164,21217,outerwear,1
12165,21218,shoe,1
12166,21222,outerwear,1
12167,21226,pants,1
12168,21227,pants,1
12169,21228,outerwear,1
12170,21230,dress,1
12171,21232,dress,1
12172,21233,dress,1
12173,21234,dress,1
12174,21235,pants,1
12175,21236,dress,1
12176,21237,dress,1
12177,21238,outerwear,1
12178,21244,outerwear,1
12179,21246,dress,1
12180,21247,shoe,1
12181,21248,dress,1
12182,21249,pants,1
12183,21250,outerwear,1
12184,21251,dress,1
12185,21252,dress,1
12186,21255,pants,1
12187,21256,dress,1
12188,21258,pants,1
12189,21259,dress,1
12190,21262,shoe,1
12191,21263,outerwear,1
12192,21265,shoe,1
12193,21266,dress,1
12194,21267,pants,1
12195,21269,outerwear,1
12196,21271,outerwear,1
12197,21274,shoe,1
12198,21275,pants,1
12199,21276,dress,1
12200,21277,outerwear,1
12201,21279,outerwear,1
12202,21282,outerwear,1
12203,21283,pants,1
12204,21284,outerwear,1
12205,21285,pants,1
12206,21288,dress,1
12207,21290,pants,1
12208,21291,outerwear,1
12209,21293,outerwear,1
12210,21294,outerwear,1
12211,21295,pants,1
12212,21297,outerwear,1
12213,21299,outerwear,1
12214,21304,shoe,1
12215,21307,dress,1
12216,21309,pants,1
12217,21311,pants,1
12218,21314,dress,1
12219,21315,dress,1
12220,21318,dress,1
12221,21319,outerwear,1
12222,21321,pants,1
12223,21322,outerwear,1
12224,21324,outerwear,1
12225,21326,outerwear,1
12226,21327,outerwear,1
12227,21328,outerwear,1
12228,21329,shoe,1
12229,21331,pants,1
12230,21332,outerwear,1
12231,21333,outerwear,1
12232,21335,outerwear,1
12233,21336,dress,1
12234,21337,shoe,1
12235,21338,shoe,1
12236,21340,outerwear,1
12237,21342,dress,1
12238,21343,pants,1
12239,21346,outerwear,1
12240,21348,dress,1
12241,21350,outerwear,1
12242,21351,pants,1
12243,21352,outerwear,1
12244,21353,dress,1
12245,21356,dress,1
12246,21357,pants,1
12247,21358,dress,1
12248,21359,outerwear,1
12249,21360,outerwear,1
12250,21361,outerwear,1
12251,21362,outerwear,1
12252,21363,dress,1
12253,21366,dress,1
12254,21368,dress,1
12255,21370,pants,1
12256,21371,dress,1
12257,21372,pants,1
12258,21374,dress,1
12259,21378,dress,1
12260,21380,pants,1
12261,21383,dress,1
12262,21384,pants,1
12263,21385,outerwear,1
12264,21386,shoe,1
12265,21387,dress,1
12266,21388,dress,1
12267,21389,pants,1
12268,21390,pants,1
12269,21391,shoe,1
12270,21392,pants,1
12271,21393,pants,1
12272,21394,pants,1
12273,21395,dress,1
12274,21396,outerwear,1
12275,21397,pants,1
12276,21400,shoe,1
12277,21404,dress,1
12278,21405,outerwear,1
12279,21406,dress,1
12280,21408,dress,1
12281,21410,dress,1
12282,21411,pants,1
12283,21412,shoe,1
12284,21416,dress,1
12285,21417,dress,1
12286,21418,outerwear,1
12287,21420,outerwear,1
12288,21421,outerwear,1
12289,21422,dress,1
12290,21423,dress,1
12291,21425,pants,1
12292,21426,pants,1
12293,21430,dress,1
12294,21432,outerwear,1
12295,21433,outerwear,1
12296,21438,pants,1
12297,21439,dress,1
12298,21440,dress,1
12299,21441,pants,1
12300,21442,outerwear,1
12301,21443,outerwear,1
12302,21444,pants,1
12303,21445,outerwear,1
12304,21446,outerwear,1
12305,21447,outerwear,1
12306,21450,outerwear,1
12307,21451,pants,1
12308,21456,dress,1
12309,21457,outerwear,1
12310,21459,shoe,1
12311,21460,outerwear,1
12312,21461,pants,1
12313,21462,dress,1
12314,21463,dress,1
12315,21468,dress,1
12316,21469,pants,1
12317,21470,pants,1
12318,21471,dress,1
12319,21472,pants,1
12320,21473,dress,1
12321,21474,shoe,1
12322,21475,pants,1
12323,21476,outerwear,1
12324,21477,pants,1
12325,21478,outerwear,1
12326,21480,dress,1
12327,21481,dress,1
12328,21483,pants,1
12329,21485,outerwear,1
12330,21486,dress,1
12331,21487,shoe,1
12332,21488,outerwear,1
12333,21489,dress,1
12334,21491,pants,1
12335,21492,outerwear,1
12336,21493,pants,1
12337,21495,shoe,1
12338,21496,dress,1
12339,21498,outerwear,1
12340,21499,outerwear,1
12341,21501,dress,1
12342,21503,outerwear,1
12343,21504,dress,1
12344,21505,dress,1
12345,21506,outerwear,1
12346,21507,dress,1
12347,21508,outerwear,1
12348,21512,pants,1
12349,21513,dress,1
12350,21515,shoe,1
12351,21516,shoe,1
12352,21517,dress,1
12353,21520,outerwear,1
12354,21522,pants,1
12355,21523,outerwear,1
12356,21524,dress,1
12357,21525,shoe,1
12358,21528,pants,1
12359,21529,dress,1
12360,21534,pants,1
12361,21535,dress,1
12362,21536,outerwear,1
12363,21538,outerwear,1
12364,21539,dress,1
12365,21540,dress,1
12366,21542,pants,1
12367,21543,pants,1
12368,21544,shoe,1
12369,21545,pants,1
12370,21546,dress,1
12371,21550,dress,1
12372,21552,outerwear,1
12373,21553,shoe,1
12374,21556,dress,1
12375,21557,dress,1
12376,21559,dress,1
12377,21560,pants,1
12378,21562,dress,1
12379,21563,dress,1
12380,21565,dress,1
12381,21566,dress,1
12382,21567,dress,1
12383,21568,outerwear,1
12384,21573,shoe,1
12385,21574,outerwear,1
12386,21575,shoe,1
12387,21576,outerwear,1
12388,21579,dress,1
12389,21580,shoe,1
12390,21581,outerwear,1
12391,21582,outerwear,1
12392,21583,pants,1
12393,21584,shoe,1
12394,21585,outerwear,1
12395,21587,dress,1
12396,21588,outerwear,1
12397,21591,outerwear,1
12398,21593,pants,1
12399,21594,outerwear,1
12400,21596,dress,1
12401,21600,dress,1
12402,21601,outerwear,1
12403,21602,pants,1
12404,21603,dress,1
12405,21604,dress,1
12406,21607,dress,1
12407,21609,outerwear,1
12408,21610,shoe,1
12409,21611,outerwear,1
12410,21612,dress,1
12411,21614,pants,1
12412,21615,pants,1
12413,21616,dress,1
12414,21618,dress,1
12415,21619,dress,1
12416,21620,dress,1
12417,21621,shoe,1
12418,21624,pants,1
12419,21625,shoe,1
12420,21627,dress,1
12421,21628,shoe,1
12422,21630,dress,1
12423,21631,dress,1
12424,21632,shoe,1
12425,21633,outerwear,1
12426,21635,pants,1
12427,21636,outerwear,1
12428,21639,dress,1
12429,21641,outerwear,1
12430,21643,pants,1
12431,21645,outerwear,1
12432,21646,dress,1
12433,21647,outerwear,1
12434,21649,outerwear,1
12435,21650,dress,1
12436,21652,shoe,1
12437,21653,pants,1
12438,21655,shoe,1
12439,21656,outerwear,1
12440,21658,outerwear,1
12441,21660,pants,1
12442,21661,dress,1
12443,21662,pants,1
12444,21663,dress,1
12445,21664,outerwear,1
12446,21666,pants,1
12447,21667,pants,1
12448,21668,outerwear,1
12449,21669,dress,1
12450,21672,pants,1
12451,21677,outerwear,1
12452,21678,dress,1
12453,21679,dress,1
12454,21680,outerwear,1
12455,21681,outerwear,1
12456,21682,dress,1
12457,21683,pants,1
12458,21684,dress,1
12459,21686,dress,1
12460,21687,dress,1
12461,21689,dress,1
12462,21690,dress,1
12463,21691,dress,1
12464,21693,dress,1
12465,21694,shoe,1
12466,21695,dress,1
12467,21696,outerwear,1
12468,21698,shoe,1
12469,21700,dress,1
12470,21701,pants,1
12471,21704,outerwear,1
12472,21705,outerwear,1
12473,21707,shoe,1
12474,21708,dress,1
12475,21709,pants,1
12476,21710,dress,1
12477,21711,dress,1
12478,21712,pants,1
12479,21713,pants,1
12480,21716,outerwear,1
12481,21717,shoe,1
12482,21718,pants,1
12483,21719,pants,1
12484,21720,pants,1
12485,21721,pants,1
12486,21725,dress,1
12487,21726,outerwear,1
12488,21728,shoe,1
12489,21730,outerwear,1
12490,21731,outerwear,1
12491,21733,dress,1
12492,21734,dress,1
12493,21736,shoe,1
12494,21738,shoe,1
12495,21739,pants,1
12496,21741,outerwear,1
12497,21743,outerwear,1
12498,21744,shoe,1
12499,21745,dress,1
12500,21747,outerwear,1
12501,21750,outerwear,1
12502,21752,pants,1
12503,21754,dress,1
12504,21755,outerwear,1
12505,21757,dress,1
12506,21760,outerwear,1
12507,21761,dress,1
12508,21762,outerwear,1
12509,21764,outerwear,1
12510,21765,pants,1
12511,21767,shoe,1
12512,21768,dress,1
12513,21769,shoe,1
12514,21770,dress,1
12515,21772,pants,1
12516,21773,pants,1
12517,21774,shoe,1
12518,21775,outerwear,1
12519,21776,dress,1
12520,21779,outerwear,1
12521,21780,outerwear,1
12522,21782,pants,1
12523,21783,pants,1
12524,21784,dress,1
12525,21785,outerwear,1
12526,21786,outerwear,1
12527,21790,pants,1
12528,21791,dress,1
12529,21792,dress,1
12530,21795,outerwear,1
12531,21797,dress,1
12532,21798,dress,1
12533,21799,dress,1
12534,21800,dress,1
12535,21805,dress,1
12536,21807,shoe,1
12537,21808,dress,1
12538,21809,shoe,1
12539,21811,outerwear,1
12540,21814,outerwear,1
12541,21816,dress,1
12542,21818,dress,1
12543,21820,dress,1
12544,21821,pants,1
12545,21824,pants,1
12546,21825,dress,1
12547,21826,dress,1
12548,21827,dress,1
12549,21829,shoe,1
12550,21831,shoe,1
12551,21832,outerwear,1
12552,21836,dress,1
12553,21837,outerwear,1
12554,21839,outerwear,1
12555,21840,pants,1
12556,21843,pants,1
12557,21846,outerwear,1
12558,21847,outerwear,1
12559,21848,shoe,1
12560,21849,dress,1
12561,21850,dress,1
