,labelId,imageId,taskId,labelName,taskName,tasknum,task1,task2
39190,118,27359,11,grey,pants:color,2,pants,color
39191,350,27360,38,scoop,dress:collar,2,dress,collar
39194,100,27363,21,woolen,outerwear:material,2,outerwear,material
39195,245,27364,22,straight,pants:fit,2,pants,fit
39197,278,27366,6,dark red,dress:color,2,dress,color
39198,187,27367,21,corduroy,outerwear:material,2,outerwear,material
39199,256,27368,3,transparent,shoe:color,2,shoe,color
39200,158,27369,7,silk chiffon,dress:material,2,dress,material
39201,79,27370,19,mandarin,outerwear:collar,2,outerwear,collar
39203,368,27372,25,galaxy,pants:pattern,2,pants,pattern
39204,329,27373,14,castle,dress:occasion,2,dress,occasion
39205,187,27374,26,corduroy,pants:material,2,pants,material
39206,19,27375,8,loose,dress:silhouette,2,dress,silhouette
39207,377,27376,24,hole,pants:decoration,2,pants,decoration
39209,361,27378,8,tutu,dress:silhouette,2,dress,silhouette
39218,258,27382,14,cocktail party,dress:occasion,2,dress,occasion
39219,59,27383,5,embroidery,dress:decoration,2,dress,decoration
39220,34,27384,28,long,outerwear:sleeve length,2,outerwear,sleeve length
39221,337,27385,7,metal,dress:material,2,dress,material
39222,282,27386,20,baby,outerwear:age,2,outerwear,age
39227,312,27388,26,twill,pants:material,2,pants,material
39228,3,27389,17,black,outerwear:color,2,outerwear,color
39229,220,27389,13,trench coat,outerwear:type,2,outerwear,type
39230,92,27389,21,leather,outerwear:material,2,outerwear,material
39231,109,27390,30,hollow,shoe:decoration,2,shoe,decoration
39232,41,27391,11,pink,pants:color,2,pants,color
39234,368,27393,25,galaxy,pants:pattern,2,pants,pattern
39236,119,27395,37,patchwork,dress:pattern,2,dress,pattern
39241,350,27398,38,scoop,dress:collar,2,dress,collar
39245,263,27401,21,flannel,outerwear:material,2,outerwear,material
39246,195,27402,5,slit,dress:decoration,2,dress,decoration
39248,23,27404,11,red,pants:color,2,pants,color
39249,297,27404,11,wine,pants:color,2,pants,color
39250,3,27405,6,black,dress:color,2,dress,color
39251,45,27405,7,cashmere,dress:material,2,dress,material
39253,252,27407,26,knitted,pants:material,2,pants,material
39256,296,27410,21,rabbit fur,outerwear:material,2,outerwear,material
39257,255,27411,24,men jeans,pants:decoration,2,pants,decoration
39258,1,27411,32,men,pants:gender,2,pants,gender
39268,154,27415,21,canvas,outerwear:material,2,outerwear,material
39270,116,27417,11,leopard,pants:color,2,pants,color
39271,116,27417,25,leopard,pants:pattern,2,pants,pattern
39272,155,27418,30,crystal,shoe:decoration,2,shoe,decoration
39273,211,27418,30,diamond,shoe:decoration,2,shoe,decoration
39274,22,27418,9,boot,shoe:type,2,shoe,type
39275,190,27419,33,fringe,outerwear:pattern,2,outerwear,pattern
39277,111,27421,11,gray,pants:color,2,pants,color
39278,145,27421,22,slim,pants:fit,2,pants,fit
39281,250,27424,35,half,dress:sleeve length,2,dress,sleeve length
39284,41,27427,17,pink,outerwear:color,2,outerwear,color
39285,2,27427,20,adult,outerwear:age,2,outerwear,age
39286,27,27427,13,coats,outerwear:type,2,outerwear,type
39287,101,27427,21,wool,outerwear:material,2,outerwear,material
39288,4,27427,15,women,outerwear:gender,2,outerwear,gender
39289,111,27428,11,gray,pants:color,2,pants,color
39291,99,27430,17,dark brown,outerwear:color,2,outerwear,color
39292,178,27430,17,brown,outerwear:color,2,outerwear,color
39293,274,27431,17,army green,outerwear:color,2,outerwear,color
39294,39,27431,17,green,outerwear:color,2,outerwear,color
39296,292,27433,30,bling,shoe:decoration,2,shoe,decoration
39297,375,27434,24,elastic waist,pants:decoration,2,pants,decoration
39298,288,27435,38,square neck,dress:collar,2,dress,collar
39299,299,27436,38,shoulderless,dress:collar,2,dress,collar
39300,167,27436,38,off shoulder,dress:collar,2,dress,collar
39301,89,27436,12,mini,dress:length,2,dress,length
39306,151,27439,24,jogging,pants:decoration,2,pants,decoration
39307,24,27440,7,lace,dress:material,2,dress,material
39308,162,27441,38,spaghetti strap,dress:collar,2,dress,collar
39309,83,27442,26,mesh,pants:material,2,pants,material
39310,381,27443,5,rhinestone,dress:decoration,2,dress,decoration
39311,267,27444,17,light gray,outerwear:color,2,outerwear,color
39313,282,27446,31,baby,pants:age,2,pants,age
39314,160,27447,38,deep v neck,dress:collar,2,dress,collar
39315,3,27447,6,black,dress:color,2,dress,color
39320,231,27450,33,polka dot,outerwear:pattern,2,outerwear,pattern
39321,2,27451,20,adult,outerwear:age,2,outerwear,age
39322,1,27451,15,men,outerwear:gender,2,outerwear,gender
39323,7,27451,17,purple,outerwear:color,2,outerwear,color
39324,195,27452,24,slit,pants:decoration,2,pants,decoration
39325,219,27453,14,autumn,dress:occasion,2,dress,occasion
39326,41,27454,17,pink,outerwear:color,2,outerwear,color
39327,313,27454,17,hot pink,outerwear:color,2,outerwear,color
39329,30,27456,28,short,outerwear:sleeve length,2,outerwear,sleeve length
39330,260,27457,26,pu,pants:material,2,pants,material
39331,141,27458,5,appliques,dress:decoration,2,dress,decoration
39332,102,27458,38,v neck,dress:collar,2,dress,collar
39333,160,27458,38,deep v neck,dress:collar,2,dress,collar
39334,176,27459,26,linen,pants:material,2,pants,material
39335,19,27460,22,loose,pants:fit,2,pants,fit
39337,258,27462,14,cocktail party,dress:occasion,2,dress,occasion
39340,263,27465,21,flannel,outerwear:material,2,outerwear,material
39341,121,27466,6,dark green,dress:color,2,dress,color
39343,16,27468,26,silk,pants:material,2,pants,material
39346,326,27471,25,american flag,pants:pattern,2,pants,pattern
39347,56,27471,25,flag,pants:pattern,2,pants,pattern
39349,220,27473,13,trench coat,outerwear:type,2,outerwear,type
39350,282,27474,31,baby,pants:age,2,pants,age
39351,292,27475,30,bling,shoe:decoration,2,shoe,decoration
39352,162,27476,38,spaghetti strap,dress:collar,2,dress,collar
39353,59,27477,24,embroidery,pants:decoration,2,pants,decoration
39355,47,27479,19,high,outerwear:collar,2,outerwear,collar
39356,22,27480,9,boot,shoe:type,2,shoe,type
39357,109,27480,30,hollow,shoe:decoration,2,shoe,decoration
39358,242,27481,14,suit,dress:occasion,2,dress,occasion
39361,377,27483,24,hole,pants:decoration,2,pants,decoration
39362,4,27483,32,women,pants:gender,2,pants,gender
39365,363,27485,14,everyday,dress:occasion,2,dress,occasion
39367,116,27487,11,leopard,pants:color,2,pants,color
39368,116,27487,25,leopard,pants:pattern,2,pants,pattern
39369,39,27488,6,green,dress:color,2,dress,color
39370,121,27488,6,dark green,dress:color,2,dress,color
39371,167,27488,38,off shoulder,dress:collar,2,dress,collar
39372,214,27489,7,latex,dress:material,2,dress,material
39373,121,27490,6,dark green,dress:color,2,dress,color
39375,340,27492,14,street,dress:occasion,2,dress,occasion
39376,193,27493,13,cloak,outerwear:type,2,outerwear,type
39377,370,27494,38,peter pan collar,dress:collar,2,dress,collar
39378,90,27495,14,office,dress:occasion,2,dress,occasion
39384,46,27499,23,pencil,pants:type,2,pants,type
39385,46,27499,24,pencil,pants:decoration,2,pants,decoration
39386,46,27499,22,pencil,pants:fit,2,pants,fit
39387,337,27500,7,metal,dress:material,2,dress,material
39388,220,27501,13,trench coat,outerwear:type,2,outerwear,type
39389,108,27502,24,sequined,pants:decoration,2,pants,decoration
39392,335,27504,25,flower,pants:pattern,2,pants,pattern
39393,125,27504,24,flowers,pants:decoration,2,pants,decoration
39394,256,27505,3,transparent,shoe:color,2,shoe,color
39395,47,27505,18,high,shoe:heel type,2,shoe,heel type
39397,300,27507,39,single button,outerwear:closure type,2,outerwear,closure type
39398,278,27508,17,dark red,outerwear:color,2,outerwear,color
39399,231,27509,25,polka dot,pants:pattern,2,pants,pattern
39404,12,27512,11,light,pants:color,2,pants,color
39407,247,27515,6,light purple,dress:color,2,dress,color
39414,154,27521,21,canvas,outerwear:material,2,outerwear,material
39415,176,27522,26,linen,pants:material,2,pants,material
39416,37,27522,11,white,pants:color,2,pants,color
39418,225,27524,12,full length,dress:length,2,dress,length
39419,108,27524,5,sequined,dress:decoration,2,dress,decoration
39420,270,27525,6,light green,dress:color,2,dress,color
39422,268,27527,21,lamb fur,outerwear:material,2,outerwear,material
39425,214,27529,7,latex,dress:material,2,dress,material
39426,47,27530,19,high,outerwear:collar,2,outerwear,collar
39427,4,27531,32,women,pants:gender,2,pants,gender
39429,30,27533,28,short,outerwear:sleeve length,2,outerwear,sleeve length
39430,278,27534,6,dark red,dress:color,2,dress,color
39431,156,27534,6,burgundy,dress:color,2,dress,color
39433,154,27536,26,canvas,pants:material,2,pants,material
39434,242,27537,14,suit,dress:occasion,2,dress,occasion
39443,228,27545,34,flat platform,shoe:flat type,2,shoe,flat type
39445,120,27547,9,booties,shoe:type,2,shoe,type
39446,238,27548,25,plaid,pants:pattern,2,pants,pattern
39448,229,27550,5,tassel,dress:decoration,2,dress,decoration
39449,355,27551,24,tie dye,pants:decoration,2,pants,decoration
39450,17,27552,11,beige,pants:color,2,pants,color
39451,80,27553,19,turtle neck,outerwear:collar,2,outerwear,collar
39452,20,27554,17,blue,outerwear:color,2,outerwear,color
39457,277,27557,24,pattern,pants:decoration,2,pants,decoration
39459,376,27559,24,patches,pants:decoration,2,pants,decoration
39463,9,27561,8,mermaid,dress:silhouette,2,dress,silhouette
39464,247,27561,6,light purple,dress:color,2,dress,color
39465,9,27562,25,mermaid,pants:pattern,2,pants,pattern
39466,135,27563,21,pvc,outerwear:material,2,outerwear,material
39468,256,27565,3,transparent,shoe:color,2,shoe,color
39473,229,27568,5,tassel,dress:decoration,2,dress,decoration
39479,2,27573,20,adult,outerwear:age,2,outerwear,age
39480,100,27573,21,woolen,outerwear:material,2,outerwear,material
39481,36,27573,19,hooded,outerwear:collar,2,outerwear,collar
39482,1,27573,15,men,outerwear:gender,2,outerwear,gender
39483,209,27574,26,stretch,pants:material,2,pants,material
39484,19,27575,8,loose,dress:silhouette,2,dress,silhouette
39486,105,27577,24,zip,pants:decoration,2,pants,decoration
39487,371,27578,17,dark gray,outerwear:color,2,outerwear,color
39489,4,27580,15,women,outerwear:gender,2,outerwear,gender
39492,64,27582,36,satin,shoe:material,2,shoe,material
39496,340,27584,14,street,dress:occasion,2,dress,occasion
39497,190,27585,33,fringe,outerwear:pattern,2,outerwear,pattern
39498,12,27586,11,light,pants:color,2,pants,color
39499,106,27586,11,light blue,pants:color,2,pants,color
39500,313,27587,3,hot pink,shoe:color,2,shoe,color
39503,293,27590,24,side stripe,pants:decoration,2,pants,decoration
39506,135,27593,36,pvc,shoe:material,2,shoe,material
39507,3,27593,3,black,shoe:color,2,shoe,color
39508,19,27594,8,loose,dress:silhouette,2,dress,silhouette
39516,245,27597,8,straight,dress:silhouette,2,dress,silhouette
39517,135,27598,7,pvc,dress:material,2,dress,material
39519,268,27600,21,lamb fur,outerwear:material,2,outerwear,material
39521,135,27602,21,pvc,outerwear:material,2,outerwear,material
39522,12,27603,11,light,pants:color,2,pants,color
39523,284,27604,24,pleated,pants:decoration,2,pants,decoration
39524,35,27605,8,lace applique,dress:silhouette,2,dress,silhouette
39525,214,27606,7,latex,dress:material,2,dress,material
39526,231,27607,33,polka dot,outerwear:pattern,2,outerwear,pattern
39527,71,27608,13,jackets,outerwear:type,2,outerwear,type
39531,12,27611,11,light,pants:color,2,pants,color
39532,228,27612,34,flat platform,shoe:flat type,2,shoe,flat type
39533,34,27613,12,long,dress:length,2,dress,length
39534,369,27614,26,cowboy,pants:material,2,pants,material
39535,355,27615,24,tie dye,pants:decoration,2,pants,decoration
39536,258,27616,14,cocktail party,dress:occasion,2,dress,occasion
39537,21,27616,14,party,dress:occasion,2,dress,occasion
39538,272,27616,14,wedding party,dress:occasion,2,dress,occasion
39540,38,27618,6,khaki,dress:color,2,dress,color
39543,106,27620,17,light blue,outerwear:color,2,outerwear,color
39544,47,27621,19,high,outerwear:collar,2,outerwear,collar
39548,159,27623,3,light brown,shoe:color,2,shoe,color
39549,45,27624,7,cashmere,dress:material,2,dress,material
39550,106,27625,3,light blue,shoe:color,2,shoe,color
39551,119,27626,37,patchwork,dress:pattern,2,dress,pattern
39552,246,27627,21,batik,outerwear:material,2,outerwear,material
39553,194,27628,36,alligator,shoe:material,2,shoe,material
39555,260,27630,21,pu,outerwear:material,2,outerwear,material
39556,160,27631,38,deep v neck,dress:collar,2,dress,collar
39557,3,27631,6,black,dress:color,2,dress,color
39558,34,27631,12,long,dress:length,2,dress,length
39561,315,27633,24,zippers,pants:decoration,2,pants,decoration
39562,3,27633,11,black,pants:color,2,pants,color
39566,15,27636,17,navy,outerwear:color,2,outerwear,color
39567,8,27636,21,velvet,outerwear:material,2,outerwear,material
39568,1,27636,15,men,outerwear:gender,2,outerwear,gender
39569,51,27637,9,oxford,shoe:type,2,shoe,type
39570,279,27638,30,chain,shoe:decoration,2,shoe,decoration
39572,162,27640,38,spaghetti strap,dress:collar,2,dress,collar
39573,209,27641,26,stretch,pants:material,2,pants,material
39574,284,27642,24,pleated,pants:decoration,2,pants,decoration
39575,12,27643,11,light,pants:color,2,pants,color
39576,106,27643,11,light blue,pants:color,2,pants,color
39581,371,27647,17,dark gray,outerwear:color,2,outerwear,color
39582,111,27647,17,gray,outerwear:color,2,outerwear,color
39583,70,27648,33,check,outerwear:pattern,2,outerwear,pattern
39584,20,27649,17,blue,outerwear:color,2,outerwear,color
39585,98,27649,17,royal blue,outerwear:color,2,outerwear,color
39586,36,27649,19,hooded,outerwear:collar,2,outerwear,collar
39587,136,27650,13,cardigans,outerwear:type,2,outerwear,type
39589,282,27652,31,baby,pants:age,2,pants,age
39590,293,27653,24,side stripe,pants:decoration,2,pants,decoration
39591,1,27654,1,men,shoe:gender,2,shoe,gender
39592,33,27654,3,black white,shoe:color,2,shoe,color
39593,2,27654,2,adult,shoe:age,2,shoe,age
39594,197,27654,34,brogue,shoe:flat type,2,shoe,flat type
39596,265,27656,16,square,shoe:toe shape,2,shoe,toe shape
39597,114,27657,21,genuine leather,outerwear:material,2,outerwear,material
39598,370,27658,38,peter pan collar,dress:collar,2,dress,collar
39600,279,27660,30,chain,shoe:decoration,2,shoe,decoration
39601,99,27661,3,dark brown,shoe:color,2,shoe,color
39605,301,27665,33,pinstripe,outerwear:pattern,2,outerwear,pattern
39606,3,27665,17,black,outerwear:color,2,outerwear,color
39607,361,27666,8,tutu,dress:silhouette,2,dress,silhouette
39608,148,27667,24,ripped,pants:decoration,2,pants,decoration
39609,148,27667,25,ripped,pants:pattern,2,pants,pattern
39610,181,27668,24,high waisted,pants:decoration,2,pants,decoration
39611,219,27669,14,autumn,dress:occasion,2,dress,occasion
39614,361,27671,8,tutu,dress:silhouette,2,dress,silhouette
39615,83,27672,26,mesh,pants:material,2,pants,material
39619,275,27676,11,light grey,pants:color,2,pants,color
39622,211,27678,5,diamond,dress:decoration,2,dress,decoration
39624,369,27680,26,cowboy,pants:material,2,pants,material
39629,376,27684,24,patches,pants:decoration,2,pants,decoration
39630,267,27685,17,light gray,outerwear:color,2,outerwear,color
39632,187,27687,26,corduroy,pants:material,2,pants,material
39633,140,27687,23,flare,pants:type,2,pants,type
39634,38,27687,11,khaki,pants:color,2,pants,color
39635,270,27688,6,light green,dress:color,2,dress,color
39638,232,27690,42,mary janes,shoe:pump type,2,shoe,pump type
39639,232,27690,34,mary janes,shoe:flat type,2,shoe,flat type
39641,88,27692,26,fleece,pants:material,2,pants,material
39646,137,27695,7,sequins,dress:material,2,dress,material
39647,50,27696,21,chiffon,outerwear:material,2,outerwear,material
39648,312,27697,26,twill,pants:material,2,pants,material
39652,339,27701,14,night club,dress:occasion,2,dress,occasion
39653,74,27701,14,club,dress:occasion,2,dress,occasion
39654,16,27702,21,silk,outerwear:material,2,outerwear,material
39658,256,27704,3,transparent,shoe:color,2,shoe,color
39661,2,27706,2,adult,shoe:age,2,shoe,age
39662,1,27706,1,men,shoe:gender,2,shoe,gender
39663,256,27706,3,transparent,shoe:color,2,shoe,color
39668,278,27709,6,dark red,dress:color,2,dress,color
39669,30,27709,12,short,dress:length,2,dress,length
39670,192,27709,8,fit and flare,dress:silhouette,2,dress,silhouette
39671,23,27709,6,red,dress:color,2,dress,color
39674,165,27712,9,pump,shoe:type,2,shoe,type
39675,25,27712,16,peep toe,shoe:toe shape,2,shoe,toe shape
39676,41,27712,3,pink,shoe:color,2,shoe,color
39677,320,27712,16,open toe,shoe:toe shape,2,shoe,toe shape
39678,64,27712,36,satin,shoe:material,2,shoe,material
39679,90,27713,14,office,dress:occasion,2,dress,occasion
39680,322,27713,14,business,dress:occasion,2,dress,occasion
39681,169,27714,6,orange,dress:color,2,dress,color
39682,61,27714,6,yellow,dress:color,2,dress,color
39687,66,27717,5,plain,dress:decoration,2,dress,decoration
39688,8,27718,26,velvet,pants:material,2,pants,material
39691,292,27721,30,bling,shoe:decoration,2,shoe,decoration
39693,119,27723,33,patchwork,outerwear:pattern,2,outerwear,pattern
39694,142,27724,23,sports,pants:type,2,pants,type
39696,176,27726,26,linen,pants:material,2,pants,material
39698,292,27728,30,bling,shoe:decoration,2,shoe,decoration
39699,62,27729,21,fur,outerwear:material,2,outerwear,material
39700,296,27729,21,rabbit fur,outerwear:material,2,outerwear,material
39701,30,27730,27,short,outerwear:length,2,outerwear,length
39702,104,27730,19,collarless,outerwear:collar,2,outerwear,collar
39703,50,27731,7,chiffon,dress:material,2,dress,material
39704,20,27731,6,blue,dress:color,2,dress,color
39705,34,27731,12,long,dress:length,2,dress,length
39706,250,27731,35,half,dress:sleeve length,2,dress,sleeve length
39707,369,27732,26,cowboy,pants:material,2,pants,material
39709,238,27734,25,plaid,pants:pattern,2,pants,pattern
39710,105,27735,39,zip,outerwear:closure type,2,outerwear,closure type
39711,143,27736,14,halloween,dress:occasion,2,dress,occasion
39712,18,27737,18,low,shoe:heel type,2,shoe,heel type
39713,40,27737,3,silver,shoe:color,2,shoe,color
39714,121,27738,17,dark green,outerwear:color,2,outerwear,color
39715,8,27738,21,velvet,outerwear:material,2,outerwear,material
39718,116,27741,11,leopard,pants:color,2,pants,color
39719,116,27741,25,leopard,pants:pattern,2,pants,pattern
39720,119,27742,37,patchwork,dress:pattern,2,dress,pattern
39721,27,27743,13,coats,outerwear:type,2,outerwear,type
39722,154,27743,21,canvas,outerwear:material,2,outerwear,material
39723,265,27744,16,square,shoe:toe shape,2,shoe,toe shape
39725,80,27746,19,turtle neck,outerwear:collar,2,outerwear,collar
39726,71,27747,13,jackets,outerwear:type,2,outerwear,type
39729,370,27750,38,peter pan collar,dress:collar,2,dress,collar
39731,114,27752,21,genuine leather,outerwear:material,2,outerwear,material
39732,1,27753,32,men,pants:gender,2,pants,gender
39733,2,27753,31,adult,pants:age,2,pants,age
39735,3,27755,6,black,dress:color,2,dress,color
39737,301,27757,33,pinstripe,outerwear:pattern,2,outerwear,pattern
39738,92,27758,7,leather,dress:material,2,dress,material
39739,94,27758,7,faux leather,dress:material,2,dress,material
39740,160,27759,38,deep v neck,dress:collar,2,dress,collar
39742,231,27761,25,polka dot,pants:pattern,2,pants,pattern
39743,47,27762,18,high,shoe:heel type,2,shoe,heel type
39744,302,27762,3,golden,shoe:color,2,shoe,color
39747,194,27764,36,alligator,shoe:material,2,shoe,material
39748,278,27765,6,dark red,dress:color,2,dress,color
39749,136,27766,13,cardigans,outerwear:type,2,outerwear,type
39750,135,27767,7,pvc,dress:material,2,dress,material
39751,361,27768,8,tutu,dress:silhouette,2,dress,silhouette
39752,353,27769,44,capris,pants:length,2,pants,length
39753,353,27769,23,capris,pants:type,2,pants,type
39754,90,27770,14,office,dress:occasion,2,dress,occasion
39755,4,27770,40,women,dress:gender,2,dress,gender
39756,211,27771,30,diamond,shoe:decoration,2,shoe,decoration
39759,381,27774,5,rhinestone,dress:decoration,2,dress,decoration
39760,46,27775,22,pencil,pants:fit,2,pants,fit
39761,46,27775,23,pencil,pants:type,2,pants,type
39762,46,27775,24,pencil,pants:decoration,2,pants,decoration
39764,69,27777,21,windstopper,outerwear:material,2,outerwear,material
39767,231,27780,25,polka dot,pants:pattern,2,pants,pattern
39769,2,27782,29,adult,dress:age,2,dress,age
39770,59,27783,5,embroidery,dress:decoration,2,dress,decoration
39771,84,27783,6,gold,dress:color,2,dress,color
39772,34,27783,35,long,dress:sleeve length,2,dress,sleeve length
39773,190,27784,33,fringe,outerwear:pattern,2,outerwear,pattern
39774,60,27785,13,parka,outerwear:type,2,outerwear,type
39775,121,27785,17,dark green,outerwear:color,2,outerwear,color
39776,34,27785,27,long,outerwear:length,2,outerwear,length
39777,4,27785,15,women,outerwear:gender,2,outerwear,gender
39778,35,27786,8,lace applique,dress:silhouette,2,dress,silhouette
39779,258,27787,14,cocktail party,dress:occasion,2,dress,occasion
39780,98,27787,6,royal blue,dress:color,2,dress,color
39781,20,27787,6,blue,dress:color,2,dress,color
39783,83,27789,26,mesh,pants:material,2,pants,material
39786,46,27791,8,pencil,dress:silhouette,2,dress,silhouette
39789,16,27794,26,silk,pants:material,2,pants,material
39790,295,27795,6,ice blue,dress:color,2,dress,color
39791,238,27796,25,plaid,pants:pattern,2,pants,pattern
39792,116,27797,11,leopard,pants:color,2,pants,color
39793,116,27797,25,leopard,pants:pattern,2,pants,pattern
39794,88,27798,26,fleece,pants:material,2,pants,material
39797,41,27801,3,pink,shoe:color,2,shoe,color
39798,118,27801,3,grey,shoe:color,2,shoe,color
39799,5,27801,18,flat,shoe:heel type,2,shoe,heel type
39800,5,27801,4,flat,shoe:up height,2,shoe,up height
39801,5,27801,9,flat,shoe:type,2,shoe,type
39802,309,27802,3,ivory,shoe:color,2,shoe,color
39803,125,27803,24,flowers,pants:decoration,2,pants,decoration
39808,309,27807,3,ivory,shoe:color,2,shoe,color
39809,20,27808,17,blue,outerwear:color,2,outerwear,color
39810,225,27809,12,full length,dress:length,2,dress,length
39811,245,27810,8,straight,dress:silhouette,2,dress,silhouette
39812,337,27811,7,metal,dress:material,2,dress,material
39814,310,27813,17,charcoal grey,outerwear:color,2,outerwear,color
39816,18,27815,4,low,shoe:up height,2,shoe,up height
39817,270,27816,6,light green,dress:color,2,dress,color
39822,318,27820,8,asymmetrical,dress:silhouette,2,dress,silhouette
39823,90,27820,14,office,dress:occasion,2,dress,occasion
39824,282,27821,31,baby,pants:age,2,pants,age
39825,330,27822,11,blue jeans,pants:color,2,pants,color
39826,59,27823,5,embroidery,dress:decoration,2,dress,decoration
39827,22,27824,9,boot,shoe:type,2,shoe,type
39828,231,27825,33,polka dot,outerwear:pattern,2,outerwear,pattern
39829,164,27826,14,banquet,dress:occasion,2,dress,occasion
39830,315,27827,24,zippers,pants:decoration,2,pants,decoration
39833,80,27829,19,turtle neck,outerwear:collar,2,outerwear,collar
39834,158,27830,7,silk chiffon,dress:material,2,dress,material
39835,12,27831,11,light,pants:color,2,pants,color
39836,1,27832,1,men,shoe:gender,2,shoe,gender
39837,354,27832,36,cloth,shoe:material,2,shoe,material
39838,154,27832,36,canvas,shoe:material,2,shoe,material
39839,2,27832,2,adult,shoe:age,2,shoe,age
39840,154,27832,9,canvas,shoe:type,2,shoe,type
39841,219,27833,14,autumn,dress:occasion,2,dress,occasion
39842,92,27834,7,leather,dress:material,2,dress,material
39843,94,27834,7,faux leather,dress:material,2,dress,material
39844,260,27834,7,pu,dress:material,2,dress,material
39845,142,27835,23,sports,pants:type,2,pants,type
39846,313,27836,3,hot pink,shoe:color,2,shoe,color
39847,135,27837,21,pvc,outerwear:material,2,outerwear,material
39848,339,27838,14,night club,dress:occasion,2,dress,occasion
39849,13,27839,3,sky blue,shoe:color,2,shoe,color
39850,278,27840,6,dark red,dress:color,2,dress,color
39851,278,27841,6,dark red,dress:color,2,dress,color
39852,141,27841,5,appliques,dress:decoration,2,dress,decoration
39853,211,27842,30,diamond,shoe:decoration,2,shoe,decoration
39854,135,27843,7,pvc,dress:material,2,dress,material
39858,3,27847,6,black,dress:color,2,dress,color
39859,58,27847,8,skater,dress:silhouette,2,dress,silhouette
39862,46,27850,8,pencil,dress:silhouette,2,dress,silhouette
39863,3,27850,6,black,dress:color,2,dress,color
39867,265,27853,16,square,shoe:toe shape,2,shoe,toe shape
39868,325,27854,33,animal,outerwear:pattern,2,outerwear,pattern
39869,4,27855,15,women,outerwear:gender,2,outerwear,gender
39871,315,27857,24,zippers,pants:decoration,2,pants,decoration
39872,87,27858,14,travel,dress:occasion,2,dress,occasion
39874,22,27860,9,boot,shoe:type,2,shoe,type
39875,292,27860,30,bling,shoe:decoration,2,shoe,decoration
39876,2,27860,2,adult,shoe:age,2,shoe,age
39878,37,27862,17,white,outerwear:color,2,outerwear,color
39879,34,27862,27,long,outerwear:length,2,outerwear,length
39880,16,27862,21,silk,outerwear:material,2,outerwear,material
39881,211,27863,30,diamond,shoe:decoration,2,shoe,decoration
39882,47,27863,4,high,shoe:up height,2,shoe,up height
39883,136,27864,13,cardigans,outerwear:type,2,outerwear,type
39891,2,27872,31,adult,pants:age,2,pants,age
39892,1,27872,32,men,pants:gender,2,pants,gender
39893,255,27872,24,men jeans,pants:decoration,2,pants,decoration
39894,282,27873,20,baby,outerwear:age,2,outerwear,age
39895,261,27874,38,boat neck,dress:collar,2,dress,collar
39899,309,27877,3,ivory,shoe:color,2,shoe,color
39900,88,27878,26,fleece,pants:material,2,pants,material
39905,63,27882,21,wool blends,outerwear:material,2,outerwear,material
39907,315,27884,24,zippers,pants:decoration,2,pants,decoration
39908,215,27885,14,summer,dress:occasion,2,dress,occasion
39910,135,27887,36,pvc,shoe:material,2,shoe,material
39911,39,27888,11,green,pants:color,2,pants,color
39912,242,27889,14,suit,dress:occasion,2,dress,occasion
39914,258,27891,14,cocktail party,dress:occasion,2,dress,occasion
39915,245,27892,8,straight,dress:silhouette,2,dress,silhouette
39916,47,27893,19,high,outerwear:collar,2,outerwear,collar
39917,254,27894,3,multicolor,shoe:color,2,shoe,color
39918,263,27895,21,flannel,outerwear:material,2,outerwear,material
39919,260,27896,21,pu,outerwear:material,2,outerwear,material
39920,326,27897,25,american flag,pants:pattern,2,pants,pattern
39921,39,27898,3,green,shoe:color,2,shoe,color
39922,260,27899,7,pu,dress:material,2,dress,material
39923,24,27900,7,lace,dress:material,2,dress,material
39924,237,27900,5,belt,dress:decoration,2,dress,decoration
39925,20,27900,6,blue,dress:color,2,dress,color
39926,317,27901,25,pocket,pants:pattern,2,pants,pattern
39927,316,27901,24,pockets,pants:decoration,2,pants,decoration
39932,37,27904,6,white,dress:color,2,dress,color
39942,116,27910,25,leopard,pants:pattern,2,pants,pattern
39943,116,27910,11,leopard,pants:color,2,pants,color
39945,116,27912,25,leopard,pants:pattern,2,pants,pattern
39946,116,27912,11,leopard,pants:color,2,pants,color
39947,355,27913,24,tie dye,pants:decoration,2,pants,decoration
39948,212,27914,12,long train,dress:length,2,dress,length
39950,4,27916,1,women,shoe:gender,2,shoe,gender
39951,377,27917,24,hole,pants:decoration,2,pants,decoration
39952,34,27918,28,long,outerwear:sleeve length,2,outerwear,sleeve length
39953,2,27918,20,adult,outerwear:age,2,outerwear,age
39954,1,27918,15,men,outerwear:gender,2,outerwear,gender
39958,360,27921,14,church,dress:occasion,2,dress,occasion
39959,350,27922,38,scoop,dress:collar,2,dress,collar
39960,101,27923,26,wool,pants:material,2,pants,material
39961,178,27924,17,brown,outerwear:color,2,outerwear,color
39962,99,27924,17,dark brown,outerwear:color,2,outerwear,color
39963,187,27924,21,corduroy,outerwear:material,2,outerwear,material
39964,229,27925,5,tassel,dress:decoration,2,dress,decoration
39971,229,27928,24,tassel,pants:decoration,2,pants,decoration
39972,33,27929,11,black white,pants:color,2,pants,color
39975,353,27932,44,capris,pants:length,2,pants,length
39976,209,27933,26,stretch,pants:material,2,pants,material
39977,83,27934,26,mesh,pants:material,2,pants,material
39978,190,27935,33,fringe,outerwear:pattern,2,outerwear,pattern
39980,125,27937,24,flowers,pants:decoration,2,pants,decoration
